ncbi,uniprot,protein.protein_id,protein.name,domain,domains.domains_id,length,genus,gene,gene_begin,gene_end,cluster,species,superkingdom,kingdom,phylum,score,nbdomain
WP_143856975,,27255,carbohydrate-binding protein,PropLec7A_PLL,44605,323,Nostoc,NZ_NOLI01000018.1,45984,46955,,Nostoc sp Peltigera membranacea cyanobiont 213,Bacteria,None,Cyanobacteria,0.377,6
WP_143963168,,18933,DUF346 domain-containing protein,PropLec7A_PLL,44617,419,Lysinibacillus,NZ_VLYA01000007.1,90289,91548,,Lysinibacillus sp BW21,Bacteria,None,Firmicutes,0.574,6
WP_144029382,,6753,VCBS repeat-containing protein,PropLec7B_PVL,44619,580,Caballeronia,NZ_NBTZ01000045.1,7958,9700,,Caballeronia sordidicola,Bacteria,None,Proteobacteria,0.324,6
WP_144034399,,34996,fucose-binding lectin protein,PropLec6A_RSL_AAL,44620,100,Sphingomonas,NZ_NFUR01000005.1,183362,183664,,Sphingomonas sp IBVSS2,Bacteria,None,Proteobacteria,0.358,2
WP_144065450,,17871,hypothetical protein,PropLec7A_PLL,44625,490,Lentzea,NZ_FWYC01000010.1,164067,165539,,Lentzea albidocapillata,Bacteria,None,Actinobacteria,0.274,3
WP_144081651,,24588,hypothetical protein,PropLec7A_PLL,44626,339,Micromonospora,NZ_MZMV01000018.1,50709,51728,,Micromonospora wenchangensis,Bacteria,None,Actinobacteria,0.305,5
WP_144081827,,24592,hypothetical protein,PropLec7A_PLL,44627,780,Micromonospora,NZ_MZMV01000104.1,12473,14815,,Micromonospora wenchangensis,Bacteria,None,Actinobacteria,0.35,2
WP_144082682,,23024,VCBS repeat-containing protein,PropLec7B_PVL,44628,1533,Micromonospora,NZ_MQMK01000268.1,36467,41068,,Micromonospora sp Rc5,Bacteria,None,Actinobacteria,0.159,4
WP_144121077,,7654,S8 family serine peptidase,PropLec7B_PVL,44640,741,Catellatispora,NZ_ML660195.1,21000,23225,,Catellatospora sichuanensis,Bacteria,None,Actinobacteria,0.262,5
WP_144127294,,7678,DUF2961 domain-containing protein,PropLec7B_PVL,44655,1091,Catellatispora,NZ_VIQO01000034.1,57702,60977,,Catellatospora sichuanensis,Bacteria,None,Actinobacteria,0.302,5
WP_144335352,,33890,hypothetical protein,PropLec7C_BPL_CVL,44668,666,Sandarakinorhabdus,NZ_VJWA01000002.1,1390642,1392642,,Sandarakinorhabdus sp LB1R16,Bacteria,None,Proteobacteria,0.262,6
WP_144382264,,41266,matrilysin family metalloendoprotease,PropLec7A_PLL,44669,561,Streptomyces,NZ_NISY01000002.1,508046,509731,,Streptomyces sp SAJ15,Bacteria,None,Actinobacteria,0.642,6
WP_144410138,,9433,hypothetical protein,PropLec7C_BPL_CVL,44674,363,Chromobacterium,NZ_CP017707.1,3939251,3940342,,Chromobacterium vaccinii,Bacteria,None,Proteobacteria,0.605,7
WP_144420242,,21799,hypothetical protein,PropLec7A_PLL,44675,327,Micromonospora,NZ_JXSX01000001.1,3551399,3552382,,Micromonospora haikouensis,Bacteria,None,Actinobacteria,0.244,5
WP_144552957,,29068,hypothetical protein,PropLec5A_tachy,44680,290,Bacillus,NZ_VEGT01000019.1,46656,47528,,Peribacillus simplex,Bacteria,None,Firmicutes,0.225,3
WP_144609604,,5540,carbohydrate-binding protein,PropLec7A_PLL,44681,283,Bacillus,NZ_VDRL01000001.1,18851,19702,,Bacillus cereus,Bacteria,None,Firmicutes,0.506,6
WP_144665221,,11960,VCBS repeat-containing protein,PropLec7B_PVL,44684,378,Dokdonia,NZ_VISL01000001.1,47455,48591,,Dokdonia sp Hel153,Bacteria,None,Bacteroidetes,0.42,6
WP_144806137,,19882,VCBS repeat-containing protein,PropLec7B_PVL,44692,732,Corynebacterium,NZ_VIUD01000001.1,286018,288216,,Microbacterium sp SLBN1,Bacteria,None,Actinobacteria,0.489,7
WP_144987377,,28388,VCBS repeat-containing protein,PropLec7B_PVL,44693,372,Paenibacillus,NZ_VNJK01000001.1,785114,786232,,Paenibacillus sp N4,Bacteria,None,Firmicutes,0.279,4
WP_145244077,,53136,VCBS repeat-containing protein,PropLec7B_PVL,44698,2696,None,NZ_CP036273.1,7137066,7145156,,Urbifossiella limnaea,Bacteria,None,Planctomycetes,0.361,7
WP_145502553,,41435,peptidase M23,PropLec7A_PLL,44712,559,Streptomyces,NZ_VEHK01000010.1,355095,356774,,Streptomyces sp CFMR 7,Bacteria,None,Actinobacteria,0.418,7
WP_145502557,,44268,family 43 glycosylhydrolase,PropLec7A_PLL,44713,680,Streptomyces,NZ_VEHK01000010.1,362478,364520,,Streptomyces sp CFMR 7,Bacteria,None,Actinobacteria,0.492,7
WP_145782495,,44964,hypothetical protein,PropLec7C_BPL_CVL,44723,367,Streptomyces,NZ_VISV01000009.1,186825,187928,,Streptomyces sp CNZ287,Bacteria,None,Actinobacteria,0.244,5
WP_145787597,,15810,hypothetical protein,PropLec7A_PLL,44730,567,Kitasatospora,NZ_VIVR01000001.1,842172,843875,,Kitasatospora atroaurantiaca,Bacteria,None,Actinobacteria,0.379,7
WP_145787674,,23001,glycoside hydrolase family 27 protein,PropLec7A_PLL,44731,737,Micromonospora,NZ_VITD01000001.1,966519,968732,,Micromonospora sp CNZ322,Bacteria,None,Actinobacteria,0.396,3
WP_145788267,,23474,hypothetical protein,PropLec7A_PLL,44732,788,Micromonospora,NZ_VITD01000002.1,290154,292520,,Micromonospora sp CNZ322,Bacteria,None,Actinobacteria,0.286,3
WP_145788269,,22816,hypothetical protein,PropLec7A_PLL,44733,787,Micromonospora,NZ_VITD01000002.1,292606,294969,,Micromonospora sp CNZ322,Bacteria,None,Actinobacteria,0.365,2
WP_145813179,,16633,zinc metalloprotease,PropLec7A_PLL,44752,658,Kribbella,NZ_VIVK01000001.1,4114420,4116396,,Kribbella amoyensis,Bacteria,None,Actinobacteria,0.332,7
WP_145829751,,43936,VCBS repeat-containing protein,PropLec7B_PVL,44770,406,Streptomyces,NZ_VIUV01000014.1,172983,174203,,Streptomyces sp T12,Bacteria,None,Actinobacteria,0.236,4
WP_145832544,,21612,peptidoglycan DD-metalloendopeptidase family protein,PropLec7B_PVL,44771,451,Micromonospora,NZ_VLJU01000003.1,335360,336715,,Micromonospora echinospora,Bacteria,None,Actinobacteria,0.28,5
WP_145838005,,6756,hypothetical protein,PropLec7A_PLL,44773,441,Caballeronia,NZ_VJWF01000001.1,4326929,4328254,,Caballeronia udeis,Bacteria,None,Proteobacteria,0.431,4
WP_145871536,,37145,hypothetical protein,PropLec6B_tectonin,44774,264,Streptomyces,NZ_BNCE01000015.1,61216,62010,,Streptomyces capillispiralis,Bacteria,None,Actinobacteria,0.2,3
WP_145883797,,43238,hypothetical protein,PropLec7A_PLL,44781,742,Streptomyces,NZ_VISR01000020.1,94560,96788,,Streptomyces sp BK34,Bacteria,None,Actinobacteria,0.56,7
WP_145901724,,41537,hypothetical protein,PropLec7C_BPL_CVL,44788,366,Streptomyces,NZ_VIST01000030.1,93073,94173,,Streptomyces sp CNZ289,Bacteria,None,Actinobacteria,0.243,5
WP_145909150,,16455,hypothetical protein,PropLec6B_tectonin,44797,88,Kitasatospora,NZ_VIWT01000002.1,61932,62198,,Kitasatospora viridis,Bacteria,None,Actinobacteria,0.386,2
WP_145968024,,19523,"hypothetical protein, partial",PropLec7A_PLL,44817,384,Mesorhizobium,NZ_RZOM01000952.1,1266,2420,,Mesorhizobium sp M7AFCaET27321,Bacteria,None,Proteobacteria,0.228,5
WP_146031849,,4906,Ig-like domain-containing protein,PropLec7B_PVL,44825,766,Arthrobacter,NZ_PJMB01000003.1,191202,193502,,Arthrobacter sp AFG72,Bacteria,None,Actinobacteria,0.248,3
WP_146033094,,4903,VCBS repeat-containing protein,PropLec7B_PVL,44826,714,Arthrobacter,NZ_PJMC01000009.1,86802,88946,,Arthrobacter sp AFG2,Bacteria,None,Actinobacteria,0.353,4
WP_146033103,,4921,VCBS repeat-containing protein,PropLec7B_PVL,44827,680,Arthrobacter,NZ_PJMC01000013.1,148616,150658,,Arthrobacter sp AFG2,Bacteria,None,Actinobacteria,0.368,3
WP_146039579,,55531,VCBS repeat-containing protein,PropLec7B_PVL,44829,427,Variovorax,NZ_LR594690.1,590731,592014,,unclassified Variovorax,Bacteria,None,Proteobacteria,0.712,8
WP_146075305,,46631,hypothetical protein,PropLec7A_PLL,44834,557,Streptomyces,NZ_PQSS01000013.1,64481,66154,,Streptomyces sp Ru71,Bacteria,None,Actinobacteria,0.4,7
WP_146155604,,12376,"VCBS repeat-containing protein, partial",PropLec7B_PVL,44841,180,Enhygromyxa,NZ_PVNK01000120.1,1,543,,Enhygromyxa salina,Bacteria,None,Proteobacteria,0.293,2
WP_146173755,,32639,hypothetical protein,PropLec6B_tectonin,44842,78,Saccharothrix,NZ_PYAX01000002.1,415759,415995,,Saccharothrix carnea,Bacteria,None,Actinobacteria,0.358,2
WP_146179979,,23237,hypothetical protein,PropLec7A_PLL,44843,593,Micromonospora,NZ_PYPS01000040.1,37563,39344,,Micromonospora sp RP3T,Bacteria,None,Actinobacteria,0.478,6
WP_146179980,,23709,TIGR03767 family metallophosphoesterase,PropLec7A_PLL,44844,974,Micromonospora,NZ_PYPS01000040.1,39504,42428,,Micromonospora sp RP3T,Bacteria,None,Actinobacteria,0.436,5
WP_146179982,,22899,hypothetical protein,PropLec7A_PLL,44845,812,Micromonospora,NZ_PYPS01000040.1,51475,53913,,Micromonospora sp RP3T,Bacteria,None,Actinobacteria,0.447,6
WP_146195826,,27236,hypothetical protein,PropLec7A_PLL,44847,338,Nostoc,NZ_BDUD01000001.1,3672806,3673822,,Nostoc commune,Bacteria,None,Cyanobacteria,0.395,6
WP_146231824,,17943,hypothetical protein,PropLec7A_PLL,44851,489,Lechevalieria,NZ_QGHB01000015.1,164182,165651,,Lentzea deserti,Bacteria,None,Actinobacteria,0.186,4
WP_146251023,,26293,hypothetical protein,PropLec7C_BPL_CVL,44858,606,Nocardia,NZ_BAGH01000551.1,821,2641,,Nocardia tenerifensis,Bacteria,None,Actinobacteria,0.248,5
WP_146349081,,18219,hypothetical protein,PropLec7A_PLL,44861,316,Lentzea,NZ_VOBR01000001.1,384278,385228,,Lentzea sp FXJ11311,Bacteria,None,Actinobacteria,0.245,2
WP_146350583,,18212,hypothetical protein,PropLec7A_PLL,44864,412,Lentzea,NZ_VOBR01000005.1,215577,216815,,Lentzea sp FXJ11311,Bacteria,None,Actinobacteria,0.506,6
WP_146350585,,18217,hypothetical protein,PropLec7A_PLL,44865,464,Lentzea,NZ_VOBR01000005.1,217893,219287,,Lentzea sp FXJ11311,Bacteria,None,Actinobacteria,0.456,6
WP_146352486,,18205,hypothetical protein,PropLec7A_PLL,44867,515,Lentzea,NZ_VOBR01000008.1,284898,286445,,Lentzea sp FXJ11311,Bacteria,None,Actinobacteria,0.331,6
WP_146352487,,18210,hypothetical protein,PropLec7A_PLL,44868,540,Lentzea,NZ_VOBR01000008.1,286508,288130,,Lentzea sp FXJ11311,Bacteria,None,Actinobacteria,0.336,7
WP_146354468,,18209,VCBS repeat-containing protein,PropLec7B_PVL,44872,416,Lentzea,NZ_VOBR01000015.1,111713,112963,,Lentzea sp FXJ11311,Bacteria,None,Actinobacteria,0.562,5
WP_146357609,,18214,PIG-L family deacetylase,PropLec7A_PLL,44873,635,Lentzea,NZ_VOBR01000025.1,67175,69082,,Lentzea sp FXJ11311,Bacteria,None,Actinobacteria,0.182,2
WP_146358820,,18223,hypothetical protein,PropLec7A_PLL,44874,502,Lentzea,NZ_VOBR01000034.1,57948,59456,,Lentzea sp FXJ11311,Bacteria,None,Actinobacteria,0.285,4
WP_146359290,,18211,carbohydrate-binding protein,PropLec7A_PLL,44875,312,Lentzea,NZ_VOBR01000038.1,6006,6944,,Lentzea sp FXJ11311,Bacteria,None,Actinobacteria,0.565,6
WP_146726668,,24760,VCBS repeat-containing protein,PropLec7B_PVL,44885,458,Minicystis,NZ_CP016211.1,5719603,5720979,,Minicystis rosea,Bacteria,None,Proteobacteria,0.341,6
WP_146727481,,24758,VCBS repeat-containing protein,PropLec7B_PVL,44886,830,Minicystis,NZ_CP016211.1,6909133,6911625,,Minicystis rosea,Bacteria,None,Proteobacteria,0.31,9
WP_146731599,,24763,hypothetical protein,PropLec7A_PLL,44887,679,Minicystis,NZ_CP016211.1,12588696,12590735,,Minicystis rosea,Bacteria,None,Proteobacteria,0.555,7
WP_146733794,,24762,VCBS repeat-containing protein,PropLec7B_PVL,44889,718,Minicystis,NZ_CP016211.1,15744498,15746654,,Minicystis rosea,Bacteria,None,Proteobacteria,0.351,8
WP_146766753,,22202,hypothetical protein,PropLec7A_PLL,44894,787,Micromonospora,NZ_PYAC01000041.1,180202,182565,,Micromonospora noduli,Bacteria,None,Actinobacteria,0.359,2
WP_146771964,,17904,hypothetical protein,PropLec7A_PLL,44895,489,Lechevalieria,NZ_QLTT01000010.1,138563,140032,,Lentzea atacamensis,Bacteria,None,Actinobacteria,0.186,4
WP_147157483,,31756,"VCBS repeat-containing protein, partial",PropLec7B_PVL,44902,385,Reyranella,NZ_BKAJ01000369.1,1,1156,,Reyranella soli,Bacteria,None,Proteobacteria,0.373,6
WP_147216794,,31655,fucose-binding lectin protein,PropLec6A_RSL_AAL,44903,91,Ralstonia,NZ_VOSS01000072.1,25948,26223,,Ralstonia sp TCR112,Bacteria,None,Proteobacteria,0.416,2
WP_147317758,,50803,"VCBS repeat-containing protein, partial",PropLec7B_PVL,44912,222,Streptomyces,NZ_BGZL01000040.1,9256,9924,,Streptomyces spongiicola,Bacteria,None,Actinobacteria,0.572,4
WP_147325499,,55006,DUF1929 domain-containing protein,PropLec7A_PLL,44913,932,Saccharopolyspora,NZ_QREB01000001.1,3078505,3081303,,unclassified Streptomyces,Bacteria,None,Actinobacteria,0.314,7
WP_147328650,,17182,PIG-L family deacetylase,PropLec7A_PLL,44915,635,Kutzneria,NZ_QUNO01000009.1,319404,321311,,Kutzneria buriramensis,Bacteria,None,Actinobacteria,0.238,4
WP_147364512,,10922,"VCBS repeat-containing protein, partial",PropLec7B_PVL,44916,95,Cryobacterium,NZ_QZVS01000079.1,92995,93282,,Cryobacterium sp Hh39,Bacteria,None,Actinobacteria,0.489,2
WP_147364580,,10935,"S8 family serine peptidase, partial",PropLec7B_PVL,44917,606,Cryobacterium,NZ_QZVS01000090.1,1,1817,,Cryobacterium sp Hh39,Bacteria,None,Actinobacteria,0.606,2
WP_147442255,,10412,hypothetical protein,PropLec6B_tectonin,44923,478,Corallococcus,NZ_JABFJV010000082.1,162,1598,,Corallococcus exercitus,Bacteria,None,Proteobacteria,0.305,5
WP_147443215,,10502,VCBS repeat-containing protein,PropLec7B_PVL,44924,574,Corallococcus,NZ_RAVX01000004.1,650078,651802,,Corallococcus sp AB11P,Bacteria,None,Proteobacteria,0.371,6
WP_147447714,,34445,hypothetical protein,PropLec7A_PLL,44925,431,Solirubrobacter,NZ_RBIL01000001.1,1941754,1943049,,Solirubrobacter pauli,Bacteria,None,Actinobacteria,0.327,4
WP_147448925,,10606,hypothetical protein,PropLec6B_tectonin,44926,481,Corallococcus,NZ_RAVZ01000276.1,1462,2907,,Corallococcus terminator,Bacteria,None,Proteobacteria,0.299,5
WP_147449200,,10604,"VCBS repeat-containing protein, partial",PropLec7B_PVL,44927,98,Corallococcus,NZ_RAVZ01000860.1,1,298,,Corallococcus terminator,Bacteria,None,Proteobacteria,0.367,2
WP_147452092,,54749,VCBS repeat-containing protein,PropLec7B_PVL,44929,906,Myxococcus,NZ_RAWF01000091.1,23825,26545,,unclassified Corallococcus,Bacteria,None,Proteobacteria,0.232,3
WP_147469334,,10503,VCBS repeat-containing protein,PropLec7B_PVL,44930,574,Corallococcus,NZ_RAWN01000079.1,12820,14544,,Corallococcus sp AB45,Bacteria,None,Proteobacteria,0.386,6
WP_147472068,,38345,hypothetical protein,PropLec7A_PLL,44931,336,Streptomyces,NZ_PENC01000007.1,135249,136259,,Streptomyces griseocarneus,Bacteria,None,Actinobacteria,0.387,6
WP_147663841,,7152,PQQ-binding-like beta-propeller repeat protein,PropLec7A_PLL,44932,533,None,NZ_CP042905.1,3011007,3012608,,Candidatus Prometheoarchaeum syntrophicum,Archaea,None,None,0.26,2
WP_147669039,,8725,DUF346 domain-containing protein,PropLec7A_PLL,44933,406,Cerasibacillus,NZ_VDUW01000011.1,49046,50266,,Cerasibacillus sp CCCFT48,Bacteria,None,Firmicutes,0.512,6
WP_147876523,,41560,glycoside hydrolase family 27 protein,PropLec7A_PLL,44938,665,Streptomyces,NZ_SGBF01000033.1,129584,131581,,Streptomyces sp IB214 166,Bacteria,None,Actinobacteria,0.421,2
WP_147918635,,54946,family 20 glycosylhydrolase,PropLec7A_PLL,44946,1062,Ruania,NZ_CP042828.1,4315086,4318274,,unclassified Ruania,Bacteria,None,Actinobacteria,0.358,2
WP_147958171,,46055,peptidase M23,PropLec7A_PLL,44967,553,Streptomyces,NZ_RDBG01000012.1,46396,48057,,Streptomyces sp wa22,Bacteria,None,Actinobacteria,0.432,7
WP_147958172,,42718,M23 family metallopeptidase,PropLec7A_PLL,44968,505,Streptomyces,NZ_RDBG01000012.1,48292,49809,,Streptomyces sp wa22,Bacteria,None,Actinobacteria,0.467,7
WP_147958173,,44029,family 43 glycosylhydrolase,PropLec7A_PLL,44969,675,Streptomyces,NZ_RDBG01000012.1,49826,51853,,Streptomyces sp wa22,Bacteria,None,Actinobacteria,0.481,7
WP_147961554,,43432,VCBS repeat-containing protein,PropLec7B_PVL,44972,609,Streptomyces,NZ_RDBG01000048.1,89150,90979,,Streptomyces sp wa22,Bacteria,None,Actinobacteria,0.559,7
WP_147987139,,45124,VCBS repeat-containing protein,PropLec7B_PVL,44995,740,Streptomyces,NZ_RDBP01000012.1,1268879,1271101,,Streptomyces sp t39,Bacteria,None,Actinobacteria,0.386,3
WP_147991617,,43760,VCBS repeat-containing protein,PropLec7B_PVL,45003,752,Streptomyces,NZ_RDBP01000050.1,98169,100427,,Streptomyces sp t39,Bacteria,None,Actinobacteria,0.221,4
WP_147992274,,45522,VCBS repeat-containing protein,PropLec7B_PVL,45005,607,Streptomyces,NZ_RDBP01000059.1,43509,45332,,Streptomyces sp t39,Bacteria,None,Actinobacteria,0.551,7
WP_148003058,,41231,VCBS repeat-containing protein,PropLec7B_PVL,45018,406,Streptomyces,NZ_RDBH01000114.1,40021,41241,,Streptomyces sp adm13218,Bacteria,None,Actinobacteria,0.263,4
WP_148003566,,43999,family 43 glycosylhydrolase,PropLec7A_PLL,45019,676,Streptomyces,NZ_RDBH01000120.1,2188,4218,,Streptomyces sp adm13218,Bacteria,None,Actinobacteria,0.401,7
WP_148003567,,41917,M23 family metallopeptidase,PropLec7A_PLL,45020,522,Streptomyces,NZ_RDBH01000120.1,4244,5812,,Streptomyces sp adm13218,Bacteria,None,Actinobacteria,0.441,7
WP_148006537,,41164,VCBS repeat-containing protein,PropLec7B_PVL,45022,612,Streptomyces,NZ_RDBH01000141.1,1284555,1286393,,Streptomyces sp adm13218,Bacteria,None,Actinobacteria,0.491,7
WP_148007152,,46611,VCBS repeat-containing protein,PropLec7B_PVL,45023,752,Streptomyces,NZ_RDBH01000311.1,33,2291,,Streptomyces sp adm13218,Bacteria,None,Actinobacteria,0.332,4
WP_148009890,,43078,glycoside hydrolase family 27 protein,PropLec7A_PLL,45027,695,Streptomyces,NZ_RDBJ01000037.1,10657,12744,,Streptomyces sp me19,Bacteria,None,Actinobacteria,0.297,3
WP_148036637,,26908,hypothetical protein,PropLec7A_PLL,45055,379,Nonomuraea,NZ_VPFF01000003.1,2004098,2005237,,Nonomuraea sp C1,Bacteria,None,Actinobacteria,0.247,2
WP_148057817,,14070,hypothetical protein,PropLec7C_BPL_CVL,45060,491,Granulicella,NZ_RJKT01000001.1,4208005,4209480,,Granulicella sp GAS466,Bacteria,None,Acidobacteria,0.358,7
WP_148141702,,42334,"family 43 glycosylhydrolase, partial",PropLec7A_PLL,45070,438,Streptomyces,NZ_RQIR01000821.1,1,1315,,Streptomyces sp WAC477,Bacteria,None,Actinobacteria,0.231,2
WP_148215678,,88,VCBS repeat-containing protein,PropLec7B_PVL,45073,526,Acaryochloris,NC_009925.1,1226306,1227886,,Acaryochloris marina,Bacteria,None,Cyanobacteria,0.384,6
WP_148229559,,3037,carbohydrate-binding protein,PropLec7A_PLL,45074,353,Bacillus,NC_013791.2,430312,431373,,Alkalihalobacillus pseudofirmus,Bacteria,None,Firmicutes,0.371,6
WP_148270209,,14257,hypothetical protein,PropLec7A_PLL,45076,1212,Haliscomenobacter,NC_015510.1,1895182,1898820,,Haliscomenobacter hydrossis,Bacteria,None,Bacteroidetes,0.263,3
WP_148302743,,32767,hypothetical protein,PropLec7A_PLL,45082,753,Saccharothrix,NC_019673.1,1182169,1184430,,Saccharothrix espanaensis,Bacteria,None,Actinobacteria,0.358,2
WP_148314320,,34563,VCBS repeat-containing protein,PropLec7B_PVL,45087,1124,Sorangium,NC_021658.1,11544812,11548186,,Sorangium cellulosum,Bacteria,None,Proteobacteria,0.347,17
WP_148314322,,34567,VCBS repeat-containing protein,PropLec7B_PVL,45088,806,Sorangium,NC_021658.1,11558070,11560490,,Sorangium cellulosum,Bacteria,None,Proteobacteria,0.359,13
WP_148350740,,998,hypothetical protein,PropLec7A_PLL,45091,289,Actinomadura,NZ_VSFF01000006.1,114065,114934,,Actinomadura syzygii,Bacteria,None,Actinobacteria,0.154,4
WP_148361170,,5678,DUF346 domain-containing protein,PropLec7A_PLL,45092,413,Bacillus,NZ_CABKRH010000001.1,864196,865437,,Bacillus timonensis,Bacteria,None,Firmicutes,0.501,6
WP_148426039,,23305,VCBS repeat-containing protein,PropLec7B_PVL,45097,387,Micromonospora,NZ_VSEZ01000002.1,420613,421776,,Micromonospora sp AP8,Bacteria,None,Actinobacteria,0.232,3
WP_148436384,,27025,hypothetical protein,PropLec7A_PLL,45105,387,Nonomuraea,NZ_VSEY01000013.1,194643,195806,,Nonomuraea sp PA5,Bacteria,None,Actinobacteria,0.178,4
WP_148437551,,26993,S8 family serine peptidase,PropLec7B_PVL,45106,899,Nonomuraea,NZ_VSEY01000018.1,91157,93856,,Nonomuraea sp PA5,Bacteria,None,Actinobacteria,0.736,7
WP_148484315,,23659,DUF2961 domain-containing protein,PropLec7B_PVL,45127,1097,Micromonospora,NZ_VSFB01000144.1,1209,4502,,Micromonospora sp WP24,Bacteria,None,Actinobacteria,0.296,5
WP_148641176,,41005,hypothetical protein,PropLec7A_PLL,45128,717,Streptomyces,NZ_RSFG01000001.1,963720,965873,,Streptomyces sp CB1881,Bacteria,None,Actinobacteria,0.405,5
WP_148642181,,46543,"transglycosylase family protein, partial",PropLec7A_PLL,45129,416,Streptomyces,NZ_RSFG01000001.1,962289,963538,,Streptomyces sp CB1881,Bacteria,None,Actinobacteria,0.346,6
WP_148642183,,44991,transglycosylase family protein,PropLec7A_PLL,45130,472,Streptomyces,NZ_RSFG01000001.1,986168,987586,,Streptomyces sp CB1881,Bacteria,None,Actinobacteria,0.401,7
WP_148709977,,23124,hypothetical protein,PropLec7A_PLL,45144,790,Micromonospora,NZ_RCCV01000001.1,1180086,1182458,,Micromonospora sp M71S2,Bacteria,None,Actinobacteria,0.263,2
WP_148759228,,791,hypothetical protein,PropLec7A_PLL,45145,380,Actinomadura,NZ_VSRQ01000002.1,1246164,1247306,,Actinomadura decatromicini,Bacteria,None,Actinobacteria,0.176,5
WP_148759279,,790,hypothetical protein,PropLec7A_PLL,45146,385,Actinomadura,NZ_VSRQ01000002.1,1295720,1296877,,Actinomadura decatromicini,Bacteria,None,Actinobacteria,0.168,3
WP_148838578,,42901,VCBS repeat domain-containing M23 family metallopeptidase,PropLec7B_PVL,45152,427,Streptomyces,NZ_RDBO01000076.1,87077,88360,,Streptomyces sp sk21,Bacteria,None,Actinobacteria,0.273,4
WP_148995129,,5497,carbohydrate-binding protein,PropLec7A_PLL,45153,335,Bacillus,NZ_VTEX01000002.1,165814,166821,,Bacillus aquimaris,Bacteria,None,Firmicutes,0.394,6
WP_149157428,,5621,carbohydrate-binding protein,PropLec7A_PLL,45156,310,Bacillus,NZ_VTUY01000009.1,180703,181635,,Bacillus sp CH31T,Bacteria,None,Firmicutes,0.421,6
WP_149183597,,41337,VCBS repeat-containing protein,PropLec7B_PVL,45165,404,Streptomyces,NZ_VSRY01000157.1,77105,78319,,Streptomyces sp TRM4941,Bacteria,None,Actinobacteria,0.229,4
WP_149256887,,924,hypothetical protein,PropLec7A_PLL,45169,809,Actinomadura,NZ_BDDE01000010.1,12399,14828,,Actinomadura sp K4S16,Bacteria,None,Actinobacteria,0.336,3
WP_149400768,,11857,CHAP domain-containing protein,PropLec7A_PLL,45170,769,Dictyobacter,NZ_BIXY01000014.1,22064,24373,,Dictyobacter sp Uno17,Bacteria,None,Chloroflexi,0.55,7
WP_149401482,,11858,hypothetical protein,PropLec7A_PLL,45171,772,Dictyobacter,NZ_BIXY01000025.1,32976,35294,,Dictyobacter sp Uno17,Bacteria,None,Chloroflexi,0.368,7
WP_149513528,,44948,VCBS repeat-containing protein,PropLec7B_PVL,45184,624,Streptomyces,NZ_VDFC01000046.1,1112534,1114408,,Streptomyces sp SUN51,Bacteria,None,Actinobacteria,0.517,7
WP_149651713,,5457,VCBS repeat-containing protein,PropLec7B_PVL,45194,876,Azospirillum,NZ_VEWN01000025.1,12743,15373,,Azospirillum brasilense,Bacteria,None,Proteobacteria,0.347,4
WP_149698600,,9067,hypothetical protein,PropLec7A_PLL,45197,556,Chitinophaga,NZ_FRCN01000016.1,72367,74037,,Chitinophaga sp CF418,Bacteria,None,Bacteroidetes,0.485,6
WP_149751633,,26305,VCBS repeat-containing protein,PropLec7B_PVL,45198,904,Nocardioides,NZ_VUJW01000010.1,236260,238974,,Nocardioides sp BN1441,Bacteria,None,Actinobacteria,0.342,7
WP_149768259,,25277,VCBS repeat-containing protein,PropLec7B_PVL,45199,484,Mumia,NZ_VDFQ02000001.1,923967,925421,,Mumia,Bacteria,None,Actinobacteria,0.617,7
WP_149851561,,13855,CHAP domain-containing protein,PropLec7A_PLL,45218,496,Goodfellowiella,NZ_VUOB01000041.1,59277,60767,,Goodfellowiella sp AN1135,Bacteria,None,Actinobacteria,0.373,3
WP_149854348,,13870,hypothetical protein,PropLec7A_PLL,45224,382,Goodfellowiella,NZ_VUOB01000075.1,100167,101315,,Goodfellowiella sp AN1135,Bacteria,None,Actinobacteria,0.29,2
WP_149855172,,13878,hypothetical protein,PropLec7A_PLL,45235,535,Goodfellowiella,NZ_VUOB01000112.1,6002,7609,,Goodfellowiella sp AN1135,Bacteria,None,Actinobacteria,0.424,7
WP_150107567,,28933,CHAP domain-containing protein,PropLec7A_PLL,45237,587,Pedosphaera,NZ_ABOX02000042.1,42369,44132,,Pedosphaera parvula,Bacteria,None,Verrucomicrobia,0.5,7
WP_150107582,,28935,N-acetylmuramoyl-L-alanine amidase,PropLec7A_PLL,45238,555,Pedosphaera,NZ_ABOX02000045.1,50026,51693,,Pedosphaera parvula,Bacteria,None,Verrucomicrobia,0.533,6
WP_150110998,,4289,hypothetical protein,PropLec7A_PLL,45239,618,Anabaena,NC_019771.1,2041147,2043003,,Anabaena cylindrica,Bacteria,None,Cyanobacteria,0.376,5
WP_150244114,,36296,hypothetical protein,PropLec7A_PLL,45250,526,Streptomyces,NZ_PDCM01000002.1,201389,202969,,Streptomyces albofaciens,Bacteria,None,Actinobacteria,0.469,7
WP_150249419,,36299,hypothetical protein,PropLec7A_PLL,45255,341,Streptomyces,NZ_PDCM01000002.1,4248592,4249617,,Streptomyces albofaciens,Bacteria,None,Actinobacteria,0.474,7
